country,Years,Fertility Rate,Income
Ireland,1903,3.16,5050
Ireland,1904,3.13,5110
Ireland,1905,3.15,5160
Ireland,1906,3.11,5210
Ireland,1907,3.12,5260
Ireland,1908,3.14,5320
Ireland,1909,3.12,5370
Ireland,1910,3.07,5420
Ireland,1911,3.1,5480
Ireland,1912,3.09,5530
Ireland,1913,3.05,5480
Ireland,1914,2.99,5430
Ireland,1915,2.87,5380
Ireland,1916,2.71,5320
Ireland,1917,2.73,5270
Ireland,1918,2.75,5220
Ireland,1919,3.2,5170
Ireland,1920,2.79,5120
Ireland,1921,2.61,5260
Ireland,1922,2.74,5210
Ireland,1923,2.83,5200
Ireland,1924,2.79,5200
Ireland,1925,2.76,5200
Ireland,1926,2.72,5370
Ireland,1927,2.69,5540
Ireland,1928,2.66,5710
Ireland,1929,2.67,5860
Ireland,1930,2.61,6010
Ireland,1931,2.56,5830
Ireland,1932,2.6,5660
Ireland,1933,2.61,5830
Ireland,1934,2.63,6000
Ireland,1935,2.92,6170
Ireland,1936,2.57,5980
Ireland,1937,2.6,6170
Ireland,1938,2.56,6170
Ireland,1939,2.56,6170
Ireland,1940,2.9,6170
Ireland,1941,2.99,6170
Ireland,1942,2.93,6170
Ireland,1943,2.98,6170
Ireland,1944,3.04,6110
Ireland,1945,3.33,6170
Ireland,1946,3.46,6250
Ireland,1947,3.58,6530
Ireland,1948,3.53,6880
Ireland,1949,3.48,6980
Ireland,1950,3.45,7170
Ireland,1951,3.41,7370
Ireland,1952,3.39,7580
Ireland,1953,3.4,7670
Ireland,1954,3.44,7930
Ireland,1955,3.5,7880
Ireland,1956,3.57,7920
Ireland,1957,3.67,7830
Ireland,1958,3.76,8170
Ireland,1959,3.86,8660
Ireland,1960,3.93,9090
Ireland,1961,3.98,9320
Ireland,1962,4,9660
Ireland,1963,3.99,9960
Ireland,1964,3.95,10100
Ireland,1965,3.9,10100
Ireland,1966,3.86,10600
Ireland,1967,3.83,11400
Ireland,1968,3.82,12000
Ireland,1969,3.81,12100
Ireland,1970,3.81,12400
Ireland,1971,3.79,13000
Ireland,1972,3.74,13300
Ireland,1973,3.67,13600
Ireland,1974,3.57,14100
Ireland,1975,3.46,14000
Ireland,1976,3.34,14900
Ireland,1977,3.22,15700
Ireland,1978,3.11,15900
Ireland,1979,3,16200
Ireland,1980,2.9,16500
Ireland,1981,2.79,16600
Ireland,1982,2.68,16400
Ireland,1983,2.56,16900
Ireland,1984,2.45,17400
Ireland,1985,2.34,17200
Ireland,1986,2.23,18000
Ireland,1987,2.14,18900
Ireland,1988,2.06,20000
Ireland,1989,2,21700
Ireland,1990,1.95,21900
Ireland,1991,1.92,22500
Ireland,1992,1.9,23000
Ireland,1993,1.9,24300
Ireland,1994,1.9,26400
Ireland,1995,1.91,28300
Ireland,1996,1.92,31000
Ireland,1997,1.93,33400
Ireland,1998,1.94,36500
Ireland,1999,1.95,39400
Ireland,2000,1.96,40800
Ireland,2001,1.96,42500
Ireland,2002,1.97,43100
Ireland,2003,1.98,45100
Ireland,2004,1.98,46600
Ireland,2005,1.99,47600
Ireland,2006,1.99,48700
Ireland,2007,2,45700
Ireland,2008,2,42900
Ireland,2009,2,43500
Ireland,2010,2,44900
Ireland,2011,2,44800
Ireland,2012,2,45200
Ireland,2013,1.99,48800
Ireland,2014,1.99,60500
Ireland,2015,1.99,62800
Ireland,2016,1.98,66600
Ireland,2017,1.98,70400
Ireland,2018,1.98,72400
Ireland,2019,1.97,74100
Ireland,2020,1.97,75700
Ireland,2021,1.97,77100
Ireland,2022,1.97,78500
Ireland,2023,1.96,79800
Ireland,2024,1.96,81200
Ireland,2025,1.96,82700
Ireland,2026,1.96,84200
Ireland,2027,1.96,85700
Ireland,2028,1.95,87400
Ireland,2029,1.95,89100
Ireland,2030,1.95,90900
Ireland,2031,1.95,92700
Ireland,2032,1.95,94600
Ireland,2033,1.95,96500
Ireland,2034,1.95,98400
Ireland,2035,1.94,100000
Ireland,2036,1.94,102000
Ireland,2037,1.94,105000
Ireland,2038,1.94,107000
Ireland,2039,1.94,109000
Ireland,2040,1.94,0
Ireland,2041,1.94,0
Ireland,2042,1.94,0
Ireland,2043,1.94,0
Ireland,2044,1.94,0
Ireland,2045,1.93,0
Ireland,2046,1.93,0
Ireland,2047,1.93,0
Ireland,2048,1.93,0
Ireland,2049,1.93,0
Ireland,2050,1.93,0
Ireland,2051,1.93,0
Ireland,2052,1.93,0
Ireland,2053,1.93,0
Ireland,2054,1.93,0
Ireland,2055,1.93,0
Ireland,2056,1.93,0
Ireland,2057,1.93,0
Ireland,2058,1.93,0
Ireland,2059,1.93,0
Ireland,2060,1.93,0
Ireland,2061,1.93,0
Ireland,2062,1.93,0
Ireland,2063,1.92,0
Ireland,2064,1.92,0
Ireland,2065,1.92,0
Ireland,2066,1.92,0
Ireland,2067,1.92,0
Ireland,2068,1.92,0
Ireland,2069,1.92,0
Ireland,2070,1.92,0
Ireland,2071,1.92,0
Ireland,2072,1.92,0
Ireland,2073,1.92,0
Ireland,2074,1.92,0
Ireland,2075,1.92,0
Ireland,2076,1.92,0
Ireland,2077,1.92,0
Ireland,2078,1.92,0
Ireland,2079,1.92,0
Ireland,2080,1.92,0
Ireland,2081,1.92,0
Ireland,2082,1.92,0
Ireland,2083,1.92,0
Ireland,2084,1.92,0
Ireland,2085,1.92,0
Ireland,2086,1.92,0
Ireland,2087,1.92,0
Ireland,2088,1.92,0
Ireland,2089,1.92,0
Ireland,2090,1.92,0
Ireland,2091,1.92,0
Ireland,2092,1.92,0
Ireland,2093,1.92,0
Ireland,2094,1.92,0
Ireland,2095,1.92,0
Ireland,2096,1.92,0
Ireland,2097,1.91,0
Ireland,2098,1.91,0
Ireland,2099,1.91,0
Iran,1900,7.08,2060
Iran,1901,7.08,2070
Iran,1902,7.08,2080
Iran,1903,7.08,2100
Iran,1904,7.08,2110
Iran,1905,7.08,2130
Iran,1906,7.08,2140
Iran,1907,7.08,2150
Iran,1908,7.08,2170
Iran,1909,7.08,2180
Iran,1910,7.08,2200
Iran,1911,7.08,2210
Iran,1912,7.08,2230
Iran,1913,7.08,2270
Iran,1914,7.08,2320
Iran,1915,7.08,2370
Iran,1916,7.08,2420
Iran,1917,7.08,2470
Iran,1918,7.08,2520
Iran,1919,7.08,2570
Iran,1920,7.08,2630
Iran,1921,7.08,2680
Iran,1922,7.08,2740
Iran,1923,7.08,2800
Iran,1924,7.08,2860
Iran,1925,7.07,2910
Iran,1926,7.07,2980
Iran,1927,7.06,3040
Iran,1928,7.05,3100
Iran,1929,7.05,3170
Iran,1930,7.04,3230
Iran,1931,7.03,3300
Iran,1932,7.03,3370
Iran,1933,7.02,3440
Iran,1934,7.01,3510
Iran,1935,7.01,3580
Iran,1936,7,3660
Iran,1937,6.99,3740
Iran,1938,6.99,3810
Iran,1939,6.98,3890
Iran,1940,6.97,3980
Iran,1941,6.97,4060
Iran,1942,6.96,4140
Iran,1943,6.95,4230
Iran,1944,6.95,4320
Iran,1945,6.94,4410
Iran,1946,6.93,4500
Iran,1947,6.93,4590
Iran,1948,6.92,4690
Iran,1949,6.92,4790
Iran,1950,6.91,4660
Iran,1951,6.91,4540
Iran,1952,6.91,4420
Iran,1953,6.91,4300
Iran,1954,6.91,9690
Iran,1955,6.91,10600
Iran,1956,6.92,12400
Iran,1957,6.92,13700
Iran,1958,6.93,14900
Iran,1959,6.93,15900
Iran,1960,6.92,16700
Iran,1961,6.91,17300
Iran,1962,6.9,17900
Iran,1963,6.87,18700
Iran,1964,6.83,20700
Iran,1965,6.77,22300
Iran,1966,6.7,24100
Iran,1967,6.62,26300
Iran,1968,6.53,28900
Iran,1969,6.44,17100
Iran,1970,6.36,18900
Iran,1971,6.29,21100
Iran,1972,6.24,22100
Iran,1973,6.21,22700
Iran,1974,6.21,22000
Iran,1975,6.24,25200
Iran,1976,6.29,23800
Iran,1977,6.35,20000
Iran,1978,6.42,17000
Iran,1979,6.48,12900
Iran,1980,6.52,11700
Iran,1981,6.52,13500
Iran,1982,6.47,14300
Iran,1983,6.37,13500
Iran,1984,6.22,13500
Iran,1985,6.01,11900
Iran,1986,5.76,11400
Iran,1987,5.47,10500
Iran,1988,5.15,10700
Iran,1989,4.82,11400
Iran,1990,4.48,12500
Iran,1991,4.14,12600
Iran,1992,3.81,12500
Iran,1993,3.5,12200
Iran,1994,3.22,12300
Iran,1995,2.96,12700
Iran,1996,2.73,12600
Iran,1997,2.53,12700
Iran,1998,2.36,12700
Iran,1999,2.21,13200
Iran,2000,2.09,13200
Iran,2001,2,14000
Iran,2002,1.93,15000
Iran,2003,1.87,15500
Iran,2004,1.83,15800
Iran,2005,1.81,16400
Iran,2006,1.79,17500
Iran,2007,1.78,17400
Iran,2008,1.77,17300
Iran,2009,1.77,18100
Iran,2010,1.76,18400
Iran,2011,1.74,16800
Iran,2012,1.73,16600
Iran,2013,1.71,17100
Iran,2014,1.69,16700
Iran,2015,1.66,18700
Iran,2016,1.64,19100
Iran,2017,1.61,18000
Iran,2018,1.59,16100
Iran,2019,1.57,15900
Iran,2020,1.55,15900
Iran,2021,1.54,15900
Iran,2022,1.52,15900
Iran,2023,1.51,15900
Iran,2024,1.51,16000
Iran,2025,1.5,16000
Iran,2026,1.5,16200
Iran,2027,1.5,16300
Iran,2028,1.5,16500
Iran,2029,1.5,16800
Iran,2030,1.51,17100
Iran,2031,1.51,17400
Iran,2032,1.52,17800
Iran,2033,1.53,18100
Iran,2034,1.54,18500
Iran,2035,1.54,18900
Iran,2036,1.55,19300
Iran,2037,1.56,19600
Iran,2038,1.57,20000
Iran,2039,1.57,20400
Iran,2040,1.58,0
Iran,2041,1.59,0
Iran,2042,1.59,0
Iran,2043,1.6,0
Iran,2044,1.61,0
Iran,2045,1.61,0
Iran,2046,1.62,0
Iran,2047,1.62,0
Iran,2048,1.63,0
Iran,2049,1.63,0
Iran,2050,1.64,0
Iran,2051,1.64,0
Iran,2052,1.65,0
Iran,2053,1.65,0
Iran,2054,1.66,0
Iran,2055,1.66,0
Iran,2056,1.67,0
Iran,2057,1.67,0
Iran,2058,1.68,0
Iran,2059,1.68,0
Iran,2060,1.69,0
Iran,2061,1.69,0
Iran,2062,1.69,0
Iran,2063,1.7,0
Iran,2064,1.7,0
Iran,2065,1.7,0
Iran,2066,1.71,0
Iran,2067,1.71,0
Iran,2068,1.72,0
Iran,2069,1.72,0
Iran,2070,1.72,0
Iran,2071,1.72,0
Iran,2072,1.73,0
Iran,2073,1.73,0
Iran,2074,1.73,0
Iran,2075,1.74,0
Iran,2076,1.74,0
Iran,2077,1.74,0
Iran,2078,1.74,0
Iran,2079,1.75,0
Iran,2080,1.75,0
Iran,2081,1.75,0
Iran,2082,1.75,0
Iran,2083,1.76,0
Iran,2084,1.76,0
Iran,2085,1.76,0
Iran,2086,1.76,0
Iran,2087,1.76,0
Iran,2088,1.77,0
Iran,2089,1.77,0
Iran,2090,1.77,0
Iran,2091,1.77,0
Iran,2092,1.77,0
Iran,2093,1.77,0
Iran,2094,1.77,0
Iran,2095,1.78,0
Iran,2096,1.78,0
Iran,2097,1.78,0
Iran,2098,1.78,0
Iran,2099,1.78,0
Iraq,1900,7.13,5160
Iraq,1901,7.13,5200
Iraq,1902,7.13,5230
Iraq,1903,7.13,5270
Iraq,1904,7.13,5300
Iraq,1905,7.13,5340
Iraq,1906,7.13,5380
Iraq,1907,7.13,5410
Iraq,1908,7.13,5450
Iraq,1909,7.13,5490
Iraq,1910,7.13,5520
Iraq,1911,7.13,5560
Iraq,1912,7.13,5600
Iraq,1913,7.13,5680
Iraq,1914,7.13,5760
Iraq,1915,7.13,5840
Iraq,1916,7.13,5930
Iraq,1917,7.13,6010
Iraq,1918,7.13,6100
Iraq,1919,7.13,6190
Iraq,1920,7.13,6280
Iraq,1921,7.13,6370
Iraq,1922,7.13,6460
Iraq,1923,7.13,6560
Iraq,1924,7.13,6650
Iraq,1925,7.17,6750
Iraq,1926,7.21,6850
Iraq,1927,7.25,6950
Iraq,1928,7.29,7050
Iraq,1929,7.33,7150
Iraq,1930,7.37,7260
Iraq,1931,7.41,7360
Iraq,1932,7.45,7470
Iraq,1933,7.48,7580
Iraq,1934,7.52,7690
Iraq,1935,7.56,7800
Iraq,1936,7.6,7910
Iraq,1937,7.64,8030
Iraq,1938,7.68,8140
Iraq,1939,7.72,8260
Iraq,1940,7.76,8380
Iraq,1941,7.8,8500
Iraq,1942,7.84,8630
Iraq,1943,7.88,8750
Iraq,1944,7.91,8880
Iraq,1945,7.95,9010
Iraq,1946,7.99,9140
Iraq,1947,8.03,9270
Iraq,1948,8.07,9410
Iraq,1949,8.11,9540
Iraq,1950,7.88,1000
Iraq,1951,7.44,1000
Iraq,1952,7.07,1000
Iraq,1953,6.76,1000
Iraq,1954,6.52,1000
Iraq,1955,6.34,16700
Iraq,1956,6.23,16100
Iraq,1957,6.18,17400
Iraq,1958,6.19,17600
Iraq,1959,6.25,19100
Iraq,1960,6.36,20500
Iraq,1961,6.51,20600
Iraq,1962,6.69,19400
Iraq,1963,6.87,20800
Iraq,1964,7.04,21700
Iraq,1965,7.19,21900
Iraq,1966,7.3,20400
Iraq,1967,7.36,23000
Iraq,1968,7.38,22700
Iraq,1969,7.36,21600
Iraq,1970,7.31,21900
Iraq,1971,7.23,20200
Iraq,1972,7.15,22500
Iraq,1973,7.07,22700
Iraq,1974,6.99,25200
Iraq,1975,6.92,29000
Iraq,1976,6.83,28400
Iraq,1977,6.75,32000
Iraq,1978,6.66,37400
Iraq,1979,6.57,34900
Iraq,1980,6.49,27200
Iraq,1981,6.41,25700
Iraq,1982,6.34,22300
Iraq,1983,6.28,21300
Iraq,1984,6.22,20000
Iraq,1985,6.16,18800
Iraq,1986,6.11,18700
Iraq,1987,6.04,14100
Iraq,1988,5.97,12300
Iraq,1989,5.88,11600
Iraq,1990,5.79,4050
Iraq,1991,5.7,5210
Iraq,1992,5.61,6600
Iraq,1993,5.52,6650
Iraq,1994,5.42,6580
Iraq,1995,5.33,7080
Iraq,1996,5.22,8320
Iraq,1997,5.11,10900
Iraq,1998,5,12400
Iraq,1999,4.89,12200
Iraq,2000,4.8,12100
Iraq,2001,4.71,11000
Iraq,2002,4.64,7130
Iraq,2003,4.59,10700
Iraq,2004,4.56,10900
Iraq,2005,4.55,11800
Iraq,2006,4.55,11800
Iraq,2007,4.55,12500
Iraq,2008,4.56,12700
Iraq,2009,4.56,13200
Iraq,2010,4.56,13700
Iraq,2011,4.54,15000
Iraq,2012,4.52,15600
Iraq,2013,4.48,15100
Iraq,2014,4.43,15000
Iraq,2015,4.37,16500
Iraq,2016,4.31,15800
Iraq,2017,4.25,15600
Iraq,2018,4.19,15700
Iraq,2019,4.14,16000
Iraq,2020,4.09,16200
Iraq,2021,4.04,16100
Iraq,2022,3.99,16100
Iraq,2023,3.94,16000
Iraq,2024,3.9,15900
Iraq,2025,3.85,15900
Iraq,2026,3.81,16000
Iraq,2027,3.76,16100
Iraq,2028,3.72,16200
Iraq,2029,3.68,16500
Iraq,2030,3.64,16800
Iraq,2031,3.6,17100
Iraq,2032,3.56,17400
Iraq,2033,3.53,17800
Iraq,2034,3.49,18100
Iraq,2035,3.45,18500
Iraq,2036,3.42,18900
Iraq,2037,3.39,19200
Iraq,2038,3.36,19600
Iraq,2039,3.32,20000
Iraq,2040,3.29,0
Iraq,2041,3.26,0
Iraq,2042,3.23,0
Iraq,2043,3.21,0
Iraq,2044,3.18,0
Iraq,2045,3.15,0
Iraq,2046,3.12,0
Iraq,2047,3.1,0
Iraq,2048,3.07,0
Iraq,2049,3.05,0
Iraq,2050,3.02,0
Iraq,2051,3,0
Iraq,2052,2.97,0
Iraq,2053,2.95,0
Iraq,2054,2.93,0
Iraq,2055,2.9,0
Iraq,2056,2.88,0
Iraq,2057,2.86,0
Iraq,2058,2.84,0
Iraq,2059,2.82,0
Iraq,2060,2.8,0
Iraq,2061,2.78,0
Iraq,2062,2.76,0
Iraq,2063,2.74,0
Iraq,2064,2.72,0
Iraq,2065,2.7,0
Iraq,2066,2.68,0
Iraq,2067,2.66,0
Iraq,2068,2.64,0
Iraq,2069,2.62,0
Iraq,2070,2.61,0
Iraq,2071,2.59,0
Iraq,2072,2.57,0
Iraq,2073,2.55,0
Iraq,2074,2.54,0
Iraq,2075,2.52,0
Iraq,2076,2.5,0
Iraq,2077,2.49,0
Iraq,2078,2.47,0
Iraq,2079,2.46,0
Iraq,2080,2.44,0
Iraq,2081,2.42,0
Iraq,2082,2.41,0
Iraq,2083,2.39,0
Iraq,2084,2.38,0
Iraq,2085,2.36,0
Iraq,2086,2.35,0
Iraq,2087,2.33,0
Iraq,2088,2.32,0
Iraq,2089,2.3,0
Iraq,2090,2.29,0
Iraq,2091,2.27,0
Iraq,2092,2.26,0
Iraq,2093,2.25,0
Iraq,2094,2.23,0
Iraq,2095,2.22,0
Iraq,2096,2.21,0
Iraq,2097,2.19,0
Iraq,2098,2.18,0
Iraq,2099,2.18,0
Iceland,1900,4.1,2460
Iceland,1901,4.09,2520
Iceland,1902,4.07,2520
Iceland,1903,4.06,2530
Iceland,1904,4.04,2700
Iceland,1905,4.03,2760
Iceland,1906,4.01,2870
Iceland,1907,4,2840
Iceland,1908,3.85,2810
Iceland,1909,3.69,3010
Iceland,1910,3.8,3140
Iceland,1911,3.9,3160
Iceland,1912,4,3310
Iceland,1913,3.98,3230
Iceland,1914,3.96,3170
Iceland,1915,3.94,2800
Iceland,1916,3.92,2740
Iceland,1917,3.9,2580
Iceland,1918,3.89,2980
Iceland,1919,3.87,2510
Iceland,1920,3.86,2750
Iceland,1921,3.67,3080
Iceland,1922,3.72,2900
Iceland,1923,3.6,3080
Iceland,1924,3.54,3060
Iceland,1925,3.66,3280
Iceland,1926,3.55,3590
Iceland,1927,3.32,3710
Iceland,1928,3.38,3910
Iceland,1929,3.49,4300
Iceland,1930,3.49,4220
Iceland,1931,3.33,4010
Iceland,1932,3.09,4410
Iceland,1933,3.14,4420
Iceland,1934,3.05,4240
Iceland,1935,3.03,4210
Iceland,1936,2.8,4350
Iceland,1937,2.76,4340
Iceland,1938,2.68,4800
Iceland,1939,2.79,5030
Iceland,1940,2.91,5680
Iceland,1941,3.24,6520
Iceland,1942,3.33,6850
Iceland,1943,3.36,7380
Iceland,1944,3.53,7810
Iceland,1945,3.46,7980
Iceland,1946,3.63,8640
Iceland,1947,3.75,8610
Iceland,1948,3.76,8250
Iceland,1949,3.62,7840
Iceland,1950,3.69,7460
Iceland,1951,3.82,8140
Iceland,1952,3.93,8200
Iceland,1953,4.02,8720
Iceland,1954,4.1,9320
Iceland,1955,4.15,9530
Iceland,1956,4.18,9300
Iceland,1957,4.19,9750
Iceland,1958,4.17,9880
Iceland,1959,4.13,10100
Iceland,1960,4.07,9940
Iceland,1961,3.98,10600
Iceland,1962,3.86,11600
Iceland,1963,3.74,12600
Iceland,1964,3.6,13300
Iceland,1965,3.46,14300
Iceland,1966,3.34,13900
Iceland,1967,3.22,13000
Iceland,1968,3.12,13300
Iceland,1969,3.03,14300
Iceland,1970,2.95,16100
Iceland,1971,2.88,16900
Iceland,1972,2.8,17800
Iceland,1973,2.73,18700
Iceland,1974,2.65,18600
Iceland,1975,2.57,19600
Iceland,1976,2.49,21300
Iceland,1977,2.42,22500
Iceland,1978,2.36,23500
Iceland,1979,2.31,24600
Iceland,1980,2.27,25500
Iceland,1981,2.23,25800
Iceland,1982,2.2,25000
Iceland,1983,2.17,25900
Iceland,1984,2.15,26600
Iceland,1985,2.14,28200
Iceland,1986,2.13,30600
Iceland,1987,2.14,30000
Iceland,1988,2.15,29800
Iceland,1989,2.16,30100
Iceland,1990,2.17,29700
Iceland,1991,2.17,28300
Iceland,1992,2.17,28400
Iceland,1993,2.15,29100
Iceland,1994,2.13,29000
Iceland,1995,2.1,30200
Iceland,1996,2.07,31000
Iceland,1997,2.05,32900
Iceland,1998,2.02,33800
Iceland,1999,2.01,35000
Iceland,2000,2,35800
Iceland,2001,2.01,35800
Iceland,2002,2.02,36300
Iceland,2003,2.04,38900
Iceland,2004,2.07,40700
Iceland,2005,2.09,41800
Iceland,2006,2.1,44600
Iceland,2007,2.1,44700
Iceland,2008,2.09,41500
Iceland,2009,2.07,40100
Iceland,2010,2.04,40800
Iceland,2011,2.01,41100
Iceland,2012,1.99,42400
Iceland,2013,1.96,42800
Iceland,2014,1.95,44200
Iceland,2015,1.93,46800
Iceland,2016,1.92,47800
Iceland,2017,1.91,48600
Iceland,2018,1.91,47900
Iceland,2019,1.9,47700
Iceland,2020,1.89,47800
Iceland,2021,1.88,48000
Iceland,2022,1.87,48200
Iceland,2023,1.87,48300
Iceland,2024,1.86,48500
Iceland,2025,1.85,48800
Iceland,2026,1.85,49200
Iceland,2027,1.84,49700
Iceland,2028,1.83,50400
Iceland,2029,1.83,51300
Iceland,2030,1.82,52200
Iceland,2031,1.82,53200
Iceland,2032,1.81,54200
Iceland,2033,1.81,55300
Iceland,2034,1.81,56500
Iceland,2035,1.8,57600
Iceland,2036,1.8,58800
Iceland,2037,1.8,60000
Iceland,2038,1.79,61200
Iceland,2039,1.79,62400
Iceland,2040,1.79,0
Iceland,2041,1.79,0
Iceland,2042,1.78,0
Iceland,2043,1.78,0
Iceland,2044,1.78,0
Iceland,2045,1.78,0
Iceland,2046,1.78,0
Iceland,2047,1.78,0
Iceland,2048,1.78,0
Iceland,2049,1.78,0
Iceland,2050,1.78,0
Iceland,2051,1.78,0
Iceland,2052,1.78,0
Iceland,2053,1.77,0
Iceland,2054,1.77,0
Iceland,2055,1.77,0
Iceland,2056,1.77,0
Iceland,2057,1.77,0
Iceland,2058,1.78,0
Iceland,2059,1.78,0
Iceland,2060,1.78,0
Iceland,2061,1.78,0
Iceland,2062,1.78,0
Iceland,2063,1.78,0
Iceland,2064,1.78,0
Iceland,2065,1.78,0
Iceland,2066,1.78,0
Iceland,2067,1.78,0
Iceland,2068,1.78,0
Iceland,2069,1.78,0
Iceland,2070,1.78,0
Iceland,2071,1.78,0
Iceland,2072,1.78,0
Iceland,2073,1.78,0
Iceland,2074,1.78,0
Iceland,2075,1.78,0
Iceland,2076,1.78,0
Iceland,2077,1.78,0
Iceland,2078,1.78,0
Iceland,2079,1.79,0
Iceland,2080,1.79,0
Iceland,2081,1.79,0
Iceland,2082,1.79,0
Iceland,2083,1.79,0
Iceland,2084,1.79,0
Iceland,2085,1.79,0
Iceland,2086,1.79,0
Iceland,2087,1.79,0
Iceland,2088,1.79,0
Iceland,2089,1.79,0
Iceland,2090,1.79,0
Iceland,2091,1.79,0
Iceland,2092,1.79,0
Iceland,2093,1.8,0
Iceland,2094,1.8,0
Iceland,2095,1.8,0
Iceland,2096,1.8,0
Iceland,2097,1.8,0
Iceland,2098,1.8,0
Iceland,2099,1.8,0
Israel,1900,4.69,1060
Israel,1901,4.68,1060
Israel,1902,4.67,1070
Israel,1903,4.65,1070
Israel,1904,4.64,1080
Israel,1905,4.63,1090
Israel,1906,4.61,1090
Israel,1907,4.6,1100
Israel,1908,4.59,1110
Israel,1909,4.58,1110
Israel,1910,4.56,1120
Israel,1911,4.55,1120
Israel,1912,4.54,1130
Israel,1913,4.52,1080
Israel,1914,4.51,1030
Israel,1915,4.5,978
Israel,1916,4.49,932
Israel,1917,4.47,965
Israel,1918,4.46,998
Israel,1919,4.45,1030
Israel,1920,4.43,1070
Israel,1921,4.42,1110
Israel,1922,4.41,1060
Israel,1923,4.39,1330
Israel,1924,4.38,1420
Israel,1925,4.39,1210
Israel,1926,4.4,1340
Israel,1927,4.41,1460
Israel,1928,4.41,1670
Israel,1929,4.42,2000
Israel,1930,4.36,2270
Israel,1931,4.3,2590
Israel,1932,4.25,3090
Israel,1933,4.19,3450
Israel,1934,4.13,3290
Israel,1935,3.93,2730
Israel,1936,3.74,2410
Israel,1937,3.54,2210
Israel,1938,3.34,2120
Israel,1939,3.15,2150
Israel,1940,3.32,2430
Israel,1941,3.49,2890
Israel,1942,3.66,3000
Israel,1943,3.84,3090
Israel,1944,4.01,3180
Israel,1945,4.11,3470
Israel,1946,4.21,3630
Israel,1947,4.32,3810
Israel,1948,4.42,4000
Israel,1949,4.52,4190
Israel,1950,4.45,4700
Israel,1951,4.32,4510
Israel,1952,4.21,4330
Israel,1953,4.11,5020
Israel,1954,4.03,5510
Israel,1955,3.96,5740
Israel,1956,3.92,5940
Israel,1957,3.88,6110
Israel,1958,3.86,6700
Israel,1959,3.84,6940
Israel,1960,3.84,7450
Israel,1961,3.83,7870
Israel,1962,3.82,8380
Israel,1963,3.82,8880
Israel,1964,3.81,9440
Israel,1965,3.8,9330
Israel,1966,3.8,9400
Israel,1967,3.81,10700
Israel,1968,3.81,11700
Israel,1969,3.82,12300
Israel,1970,3.81,13300
Israel,1971,3.8,14500
Israel,1972,3.77,14800
Israel,1973,3.72,15400
Israel,1974,3.66,15600
Israel,1975,3.59,15500
Israel,1976,3.51,15200
Israel,1977,3.43,15700
Israel,1978,3.35,16300
Israel,1979,3.28,17100
Israel,1980,3.22,17700
Israel,1981,3.17,17800
Israel,1982,3.13,18100
Israel,1983,3.11,18000
Israel,1984,3.09,18300
Israel,1985,3.07,18900
Israel,1986,3.06,20000
Israel,1987,3.04,20100
Israel,1988,3.02,20000
Israel,1989,3,20700
Israel,1990,2.97,21000
Israel,1991,2.95,21900
Israel,1992,2.94,22200
Israel,1993,2.93,23200
Israel,1994,2.92,24100
Israel,1995,2.92,24700
Israel,1996,2.92,25100
Israel,1997,2.92,25400
Israel,1998,2.92,25500
Israel,1999,2.92,26800
Israel,2000,2.92,26200
Israel,2001,2.91,25700
Israel,2002,2.91,25400
Israel,2003,2.91,26100
Israel,2004,2.91,26600
Israel,2005,2.92,27600
Israel,2006,2.93,28700
Israel,2007,2.95,29000
Israel,2008,2.97,28600
Israel,2009,3,29700
Israel,2010,3.01,30600
Israel,2011,3.03,30600
Israel,2012,3.03,31300
Israel,2013,3.02,31900
Israel,2014,3,32100
Israel,2015,2.97,32700
Israel,2016,2.95,33200
Israel,2017,2.92,33700
Israel,2018,2.89,34100
Israel,2019,2.86,34400
Israel,2020,2.84,34800
Israel,2021,2.82,35200
Israel,2022,2.8,35600
Israel,2023,2.78,36000
Israel,2024,2.76,36400
Israel,2025,2.74,36800
Israel,2026,2.72,37300
Israel,2027,2.7,37900
Israel,2028,2.68,38500
Israel,2029,2.66,39200
Israel,2030,2.64,39900
Israel,2031,2.62,40700
Israel,2032,2.6,41500
Israel,2033,2.59,42400
Israel,2034,2.57,43200
Israel,2035,2.55,44100
Israel,2036,2.54,45000
Israel,2037,2.52,45900
Israel,2038,2.5,46900
Israel,2039,2.49,47800
Israel,2040,2.47,0
Israel,2041,2.46,0
Israel,2042,2.44,0
Israel,2043,2.42,0
Israel,2044,2.41,0
Israel,2045,2.39,0
Israel,2046,2.38,0
Israel,2047,2.36,0
Israel,2048,2.35,0
Israel,2049,2.33,0
Israel,2050,2.32,0
Israel,2051,2.3,0
Israel,2052,2.29,0
Israel,2053,2.28,0
Israel,2054,2.26,0
Israel,2055,2.25,0
Israel,2056,2.24,0
Israel,2057,2.22,0
Israel,2058,2.21,0
Israel,2059,2.2,0
Israel,2060,2.18,0
Israel,2061,2.17,0
Israel,2062,2.16,0
Israel,2063,2.15,0
Israel,2064,2.14,0
Israel,2065,2.13,0
Israel,2066,2.12,0
Israel,2067,2.11,0
Israel,2068,2.1,0
Israel,2069,2.09,0
Israel,2070,2.08,0
Israel,2071,2.07,0
Israel,2072,2.06,0
Israel,2073,2.05,0
Israel,2074,2.04,0
Israel,2075,2.03,0
Israel,2076,2.03,0
Israel,2077,2.02,0
Israel,2078,2.01,0
Israel,2079,2.01,0
Israel,2080,2,0
Israel,2081,1.99,0
